Id;URL;image;title;date;Views (organic);Views (Paid);Reach (Organic);Reach (Paid);Likes (Organic);Saved (Organic);Comments (Organic);Shares (Organic);Interactions (Organic);Interactions (Paid);Engagement (Organic);Posts clicks (Paid);Spend
"3571541289170497234_4362698656";"https://www.instagram.com/reel/DGQqeExpe7S/";"https://scontent-lhr6-2.cdninstagram.com/v/t51.71878-15/503563518_1632015004126645_4006396594548371291_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ccb=1-7&_nc_sid=18de74&_nc_ohc=gQshgJ-8-ooQ7kNvwFO5g0T&_nc_oc=Admbj9lowZQAAPStElGeOSyrwzrd5Yra5WJF9STthH8HZfLijiAmNwODzTcW6ztaf68&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfW1mGOI2ztBhE-Lku-k2Ih2upGpLUaPxEH28RO4fJXazQ&oe=68975075";"Es oficial, tenemos una nueva herramienta 🔩 #punzontechero";2025-02-19 13:02;"16715";;"8925";;"688";"14";"36";"68";806;;"9.03";;
"3567902001330263143_4362698656";"https://www.instagram.com/reel/DGDu_d2shRn/";"https://scontent-lhr8-1.cdninstagram.com/v/t51.71878-15/497744576_9674257995994553_3173535623557906296_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ccb=1-7&_nc_sid=18de74&_nc_ohc=groxRMJFTMAQ7kNvwFDeGkL&_nc_oc=Adk9yMZzOGrtczaa5lHNIUcqSAb0kSGEPqqEJy-SJ6OVnLPKmalbz9b878ahDMDSuVU&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfW0AHl-BcgrS3V-CzS8bB8UTMsQRinxouBhITwOIrEymQ&oe=689766F8";"Alguna vez te preguntaste qué es el trabajo comunitario? 👀

Dentro de un barrio popular hay muchas personas que se organizan y trabajan para mejorar las condiciones en las que viven. Araceli es una de ellas y nos cuenta como es su día a día 💪";2025-02-14 12:32;"3783";;"2288";;"131";"5";;"3";139;;"6.08";;
"3565002717555731276_4362698656";"https://www.instagram.com/reel/DF5bxVbNitM/";"https://scontent-lhr6-2.cdninstagram.com/v/t51.71878-15/504277538_2048999172275059_6616839062362089516_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=1-7&_nc_sid=18de74&_nc_ohc=25-TsjaMFSIQ7kNvwHiOuX8&_nc_oc=AdmPstOGVTv1kVlsQXPckBvSxEToef6L_lm2zHf6FE0BCKWNi95dCF2JE1efebbuay8&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfU8A9zVEpq72sylUtj-Jind5NAXmKFyFJj4NfFutq5fIg&oe=6897577C";"Creemos que es posible construir una sociedad sin violencia y para todos 💙 

Encontrarse en comunidad, charlar, debatir y escuchar nos acerca y nos permite construir una mejor sociedad. Qué cosas haces para llevarte mejor con quién tenes al lado?";2025-02-10 12:31;"3899";;"2427";;"111";"5";;"4";120;;"4.94";;
"3557045820155640712_4362698656";"https://www.instagram.com/reel/DFdKlPQKjuI/";"https://scontent-lhr6-2.cdninstagram.com/v/t51.71878-15/503254033_2194812641036456_1946605209401376595_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=1-7&_nc_sid=18de74&_nc_ohc=ORIKZ9mjsIEQ7kNvwHVesYZ&_nc_oc=AdkkHWi8mLXfpSh-OrV9zZpYUybDm9owwM3FKlEFLq2mudf_hiqPMJfe98mp8EFV6ws&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfXOtyXNV6coAtE4nmRJlMseLgRClGugCL9Fet3Q2W0-TQ&oe=68977269";"Lo que vivimos no lo pueden apagar 💙 @gauchito_club

Quién más tiene una canción techera? Avisen y armamos una playlist 😎

#comunidadtechera #voluntariadotecho #techoargentina";2025-01-30 13:03;"17895";;"9326";;"650";"19";"33";"56";758;;"8.13";;
"3529488592430859536_4362698656";"https://www.instagram.com/reel/DD7Qyy-ooUQ/";"https://scontent-lhr6-2.cdninstagram.com/v/t51.71878-15/503332802_608868258892415_8796143356740716780_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=102&ccb=1-7&_nc_sid=18de74&_nc_ohc=KcO0HZPVzdUQ7kNvwHHbGz4&_nc_oc=Adkeeqyvb2ZEZaeO6LjZJHdlwUoy-X3ZuqHHTlLGd12a-kgExxo7ddBiRVZ74AUA-Jg&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfU58LvK9wSdIIGiwHVEDRQNE5YmgcKmJhlHjgZCv-IsHA&oe=6897473A";"Reflexión de fin de año ➡️ ¿una casa mejora la salud mental? 🤔
#psicologia #vivienda #habitat #saludmental";2024-12-23 12:31;"9863";;"9116";;"302";"32";"4";"35";373;;"4.09";;
"3527314311476247558_4362698656";"https://www.instagram.com/reel/DDzia2CsXwG/";"https://scontent-lhr8-1.cdninstagram.com/v/t51.71878-15/502968894_1334402367659821_379559920755973170_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ccb=1-7&_nc_sid=18de74&_nc_ohc=se7Fn4g68JcQ7kNvwGmlBEu&_nc_oc=AdnNk9DoToVEUSSQnEk_-w2PLhDcw8HUrOwGIWOHbw7c5r2a_dqz_VxSpRHytJgb2yk&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfXrYF6hljzdyX3k5iuSBziZg_UAGkA1NNi3GUgruAMFlw&oe=68976A81";"Lanzamos un informe sobre resiliencia climática en barrios populares de Argentina junto con @jovenesporelclimarg 📋🌎 

Si querés leerlo comentá ""INFORME"" y te lo enviamos 📎

#crisisclimatica #habitat #barriospopulares";2024-12-20 12:31;"12046";;"11465";;"281";"8";"29";"42";360;;"3.14";;
"3520177937044857157_4362698656";"https://www.instagram.com/reel/DDaLy7bueFF/";"https://scontent-lhr8-2.cdninstagram.com/v/t51.71878-15/503079918_1775176310011123_5597576166765029334_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ccb=1-7&_nc_sid=18de74&_nc_ohc=EwPbsN21Z3oQ7kNvwGrkDz1&_nc_oc=AdnD3gUnNkXtomCrBagrmaOacILmlBBYyKVDsYlBYYR4Maj6O1LsGnKWZPDISrIntv8&_nc_zt=23&_nc_ht=scontent-lhr8-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfVWR-NwiOMz0zIfZgpZnQAh5jTOJkN5rqI5g1BabvKMqw&oe=689755F5";"Nuestros amigos de @asuntosdelsur crearon la Red Argentina de Juventudes, porque la participación es un derecho que a veces nos olvidamos de ejercer 😶‍🌫️

Te invitamos a hacer, porque cuando las juventudes participamos, transformamos el mundo que habitamos. El futuro es nuestro, pero el presente, también!

¿Se te ocurre alguna herramienta más? Dejanos en comentarios 👇🏼";2024-12-10 16:12;"5537";;"4626";;"199";"12";"16";"18";245;;"5.3";;
"3517277803428190446_4362698656";"https://www.instagram.com/reel/DDP4YbhtBju/";"https://scontent-lhr6-2.cdninstagram.com/v/t51.71878-15/502754321_1371227634160899_3971359862981047739_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=1-7&_nc_sid=18de74&_nc_ohc=PlTK_ghbplEQ7kNvwGDcebb&_nc_oc=Adlvam3fEMLDFE9BnMoO2henn2FziqWZSBm0khxTKMC88G41P6M2syv4YoCAaTV2PYA&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfWAIdIZ0uEaKnmtbBESqdtxM7p7-2KRS51-SjT69R9vVQ&oe=68975944";"Creemos que las juventudes movilizadas pueden lograr grandes cambios 🔥y para eso es necesario contar con un espacio propio donde desarrollarse. Las viviendas que construimos con el voluntariado son el primer escalón para que una familia pueda soñar con un futuro distinto.

Vamos a estar presentes en el @bsastrap con una vivienda interactiva, donde vas a encontrar un recorrido inmersivo de experiencias, arte e historias en primera persona.

Porque un techo puede cambiarlo todo. Y vos podés ser parte de ese cambio.
¿Nos vemos el 7 y 8 de diciembre?";2024-12-06 16:10;"4677";;"4357";;"176";"3";"9";"10";198;;"4.54";;
"3516575865834633605_4362698656";"https://www.instagram.com/reel/DDNYx5MyPmF/";"https://scontent-lhr6-2.cdninstagram.com/v/t51.71878-15/503110415_2642012375997219_7980426459315615171_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=1-7&_nc_sid=18de74&_nc_ohc=B-fhXc2Kxn0Q7kNvwG8rUbo&_nc_oc=AdnY_0jo1xtYFX__F04V6f-VknX_E_buiIiEEv1SXDuqEyuN_uUBaQ8taQicqsE0OTc&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfWCqZYUy5XcPDNxFMy4Mmoz_sakQxoOJGXo_dZldTckvg&oe=68975208";"Feliz día del voluntario/a a toda nuestra comunidad 💙

@valen_hansen nos dejó 5 razones por las que siempre que puede vuelve a construir 🔨🏘✨️ 

Contanos cuáles son las tuyas 💬👇🏽";2024-12-05 16:58;"11226";;"10831";;"554";"40";"10";"85";689;;"6.36";;
"3514453822115759329_4362698656";"https://www.instagram.com/reel/DDF2SF-uUTh/";"https://scontent-lhr6-2.cdninstagram.com/v/t51.75761-15/468993139_18336013309146657_8065573875608417488_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=1-7&_nc_sid=18de74&_nc_ohc=I4KZFWNz6PgQ7kNvwH268GK&_nc_oc=AdmNqPtK6Crn0P71Ml428YJMla4aTt5PYckwmnjDdQ0zJox_mxyyeLf9HdpZOupQNko&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfWAlRoT4vAMj-dFwbF1cCL379emC-vBgOXm3nhXwIP1fw&oe=6897521A";"Durante 1 semana, más de 1.400 personas, entre familias de los barrios, voluntariado de 12 provincias y la comunidad local, nos movilizamos para construir 131 viviendas en Concordia, Entre Ríos.

Hoy 131 familias tienen un techo donde vivir gracias a todos los que fueron parte 💙

Esto es el resumen de nuestro valor más grande: el poder del hacer.

@gobiernoer @concordia.municipalidad @invytam";2024-12-02 18:46;"45900";;"39979";;"1114";"33";"112";"341";1600;;"4";;
"3509474142786687848_4362698656";"https://www.instagram.com/reel/DC0KCONOBNo/";"https://scontent-lhr8-1.cdninstagram.com/v/t51.71878-15/503355000_2076503142834757_677159127001789945_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ccb=1-7&_nc_sid=18de74&_nc_ohc=G8RNbUn6fO0Q7kNvwEYhHMo&_nc_oc=Adlg3E9s9vlQgArQ3noLWn2DTOMAa85nLe1ntcqcyTth8SZ3InbkHT3TBE8oVPurogk&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfUYv_p1vwBsU78uDjkNhuZVWGEsYQcwLQFQReN5KCsYxw&oe=6897791D";"Los estereotipos de género se hacen presente en los barrios populares.

👉🏽La falta de infraestructura y acceso a servicios en los barrios populares marca aún más la desigualdad de género y violencia contra las mujeres.

🟣 Día Internacional de la Eliminación de la Violencia contra la Mujer";2024-11-25 21:50;"3864";;"3854";;"128";"5";"1";"6";140;;"3.63";;
"3506281790004684480_4362698656";"https://www.instagram.com/reel/DCo0LX_pmbA/";"https://scontent-lhr8-1.cdninstagram.com/v/t51.71878-15/498941714_1791753704719543_6750005662141394527_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ccb=1-7&_nc_sid=18de74&_nc_ohc=4HaOw_aRg6kQ7kNvwFouazD&_nc_oc=Adl-SlY9nWfIszy6HwCGByld67gfx_vkjHSVipXn9NRGXVIAxKZzKpMBUHvTe2sRjS4&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfV_TrUP1xM9U4SvZ-XQQNVCmYau5bMHs-trgg-HMYPqug&oe=68976AFC";"Este año nos propusimos un gran sueño: lograr que 1001 familias dejen de vivir sobre un piso de tierra y terminen el 2024 bajo un techo seguro 🏠🔜💙

Sumate y doná en link.mercadopago.com.ar/colectatecho2024 (link en bio)";2024-11-21 12:03;"4286";;"4053";;"188";"2";"1";"10";201;;"4.96";;
"3504846377633993452_4362698656";"https://www.instagram.com/reel/DCjtzYDMFLs/";"https://scontent-lhr8-1.cdninstagram.com/v/t51.71878-15/503074519_2589526221400326_2368322233879772193_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=1-7&_nc_sid=18de74&_nc_ohc=mv9BNLmi-VIQ7kNvwFR-Z9S&_nc_oc=AdlACUNB2FT_4xR28f2sBzctn_gdcNJEg8YICaGSbWFzGtK1vRlaqhvd3o1_0Zt-6lM&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfUn4NighfkGa0H7_5d7O3IN7B1iWsFRajzZf760c1kKqA&oe=68977142";"Con tu donación estás logrando que 1.001 familias terminen el año bajo un techo seguro 🕹️
Sumate y doná en link.mercadopago.com.ar/colectatecho2024 (link en bio)";2024-11-19 12:31;"11841";;"10538";;"539";"30";"3";"48";620;;"5.88";;
"3501948107812673031_4362698656";"https://www.instagram.com/reel/DCZaz_8BpYH/";"https://scontent-lhr8-1.cdninstagram.com/v/t51.71878-15/503023674_1209704537287839_7498145231013973563_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ccb=1-7&_nc_sid=18de74&_nc_ohc=law0gx2u64MQ7kNvwHKOPiG&_nc_oc=Adn0aR-PS-vOa2atFAq6DRhyhZZCxHK9f8iE7cwnwQtCQk_DrtByXlXaPYlFA7EkSh0&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfVz0WuOtHSt5dsSTCxVm9kyBIcqohhUQY1v-acmoCNKHA&oe=689766A1";"Argentina es el octavo país más grande del mundo 🫢 Con un territorio tan grande sino planificamos el crecimiento y desarrollo de nuestras ciudades, las desigualdades se profundizan 🏙️

#presupuesto2025 #agenda2025 #planificacionurbana #bahiablanca #argentina";2024-11-15 12:33;"8768";;"7096";;"457";"10";"10";"45";522;;"7.36";;
"3499891666436396295_4362698656";"https://www.instagram.com/reel/DCSHO1qSpUH/";"https://scontent-lhr8-1.cdninstagram.com/v/t51.71878-15/497839867_1821314142044813_8404054810530425139_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=1-7&_nc_sid=18de74&_nc_ohc=Zo61wTyKIX4Q7kNvwE_wLJh&_nc_oc=AdmPP8iK_tc8eKAaelBEEfjKjVU__EK9N7Eb9KaFJThVEjevq95ccRm-9nC3nLTCMXI&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfX378LQ-_4y8SBpfqi5LjwGVWyG3LpOVt_eaRtW6Ibzqg&oe=68975200";"Abrimos el consultorio y hablamos de las emociones con Xime, nuestra psicóloga de confianza 💅🏼

De que más les gustaría charlar? 🤔💬

#saludmental #pobreza #barriospopulares #psicologia";2024-11-12 16:30;"6218";;"5431";;"176";"7";"8";"15";206;;"3.79";;
"3496251165006908537_4362698656";"https://www.instagram.com/reel/DCFLekfyEx5/";"https://scontent-lhr8-2.cdninstagram.com/v/t51.71878-15/503802495_9986773671408540_5221833034686933764_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=1-7&_nc_sid=18de74&_nc_ohc=NRwXxMK4Wi4Q7kNvwELztIF&_nc_oc=AdkwHpfYggOyAJZvvOzwgnZzH8jpsZOh1WA6BFtriJtLpoCa2WkohrPcuX5md_biem0&_nc_zt=23&_nc_ht=scontent-lhr8-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfWsyVk6Ebd0IgDr7GJIaT1GZyrD99KkejWLCskaz38bPg&oe=68976746";"Qué onda con la inteligencia artificial? 🤖

Nos juntamos con @fundacionbungeyborn para entender un poco más de este mundo y usarlo a nuestro favor 🙌🏼

Este proyecto recién arranca y necesitamos aliados en el camino, escribinos para poder ser parte 💬👇🏽

#ia #inteligenciaartificial #primerainfancia";2024-11-07 15:58;"5271";;"5142";;"284";"12";"43";"33";372;;"7.23";;
"3494790180601590242_4362698656";"https://www.instagram.com/reel/DB__ScvR_Hi/";"https://scontent-lhr8-1.cdninstagram.com/v/t51.71878-15/503921456_1227595441562702_5240701590794419336_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ccb=1-7&_nc_sid=18de74&_nc_ohc=x55VYPzz6-IQ7kNvwFgkmi7&_nc_oc=AdlGdsIl2fTCjDwdcekQXH1wTIS41w8SxyxbiJrobVpVc2ZM2Q3NymrMkKoSko12-v0&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfX_aHaclkPKYgEn1RKazUyf9RNw9oj4AcJsrs7kE8na8w&oe=68974739";"No solo es una vivienda, son historias de vida que te llegan al ❤️‍🩹

Gracias Mike por ser ejemplo de que se puede ser protagonista del cambio que queremos ver en el mundo 🏘🙌🏼

Si querés ser voluntario/a anotate en actividades.techo.org/argentina 🇦🇷";2024-11-05 15:37;"15426";;"13622";;"697";"20";"90";"95";902;;"6.62";;
"3489728832837112630_4362698656";"https://www.instagram.com/reel/DBuAeJTsdM2/";"https://scontent-lhr6-2.cdninstagram.com/v/t51.71878-15/504078358_714076014358615_3743677375834278459_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=1-7&_nc_sid=18de74&_nc_ohc=B-o-wU1XgyMQ7kNvwEsRsam&_nc_oc=AdnB9AGYHXRM64Uq3V5BauRUtJJVp7XxLE5uyKcl1-As2y2yAKG9eQwNN5vAir6IdC0&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfVA6DhNsEZRVHzvgBN_vZebQ9bn3rez8xDW7r0OxrUwvw&oe=68975B28";"Si todos nos ponemos la camiseta podemos construir un futuro mejor 🇦🇷
#TECHOArgentina #LeyISU #IntegracionSociourbana #BarriosPopulares #RENABAP";2024-10-29 15:55;"6996";;"6102";;"347";"8";"7";"29";391;;"6.41";;
"3486761277327652047_4362698656";"https://www.instagram.com/reel/DBjduh3s7TP/";"https://scontent-lhr8-2.cdninstagram.com/v/t51.71878-15/503022474_762613269658216_7640459733056818099_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ccb=1-7&_nc_sid=18de74&_nc_ohc=PdzPH1TSB0QQ7kNvwFdHjWs&_nc_oc=AdmEzY4SkPQHFDuTL9YqENqS7EisS-_oJfGSSiIAK0Z6Dlvu0rZaaOkyUmNbVuUfmcY&_nc_zt=23&_nc_ht=scontent-lhr8-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfWlRlzyBjo7j7nFYyXxkLjXkHszRWSt3GP6Io4yqS84EQ&oe=68975C43";"Y si diseñamos una vivienda juntos? 👀🏠

Queremos desarrollar un prototipo de vivienda definitiva que responda a la emergencia habitacional y para esto necesitamos aliados! 🫱🏼‍🫲🏽

Comentá ""INNOVACIÓN"" si querés ser parte del proyecto 📩🧠

#DesarrolloSostenible #innovaciónsostenible #diseñoarquitectonico #TECHOArgentina #TECHO";2024-10-25 13:39;"7877";;"6913";;"432";"19";"69";"98";618;;"8.94";;
"3481807740843036133_4362698656";"https://www.instagram.com/reel/DBR3bFhJ43l/";"https://scontent-lhr8-2.cdninstagram.com/v/t51.71878-15/504023305_1827541797802796_5729920588591983670_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=1-7&_nc_sid=18de74&_nc_ohc=5n-oS7Je_n8Q7kNvwH-SGwT&_nc_oc=AdlhF6uW5cskdQrYpZqpt3yw8LSjv2R8BfkgpHKyOowrVNFwhg85ciMeocnbY05_gbw&_nc_zt=23&_nc_ht=scontent-lhr8-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfXnvGhVfh6JuFbdBi4ZsbINTz4KvCrstc4E_1AyT7mHcQ&oe=68976267";"➡️ TRASCENDER PARA TRANSFORMAR

A 6 años de la sanción de la Ley 27.453 de Integración Socio Urbana, Elisa Carrió, Jorge García Cuerva, Fernanda Miño y  Sebastián Welisiejko se reunieron en un panel clave para dialogar sobre los consensos que mejoran a la Argentina 🇦🇷 

El encuentro fue impulsado por @techo_argentina @caritasargentina y @fundarpoliticas para poner sobre la mesa que la integración socio urbana es el puente necesario para nivelar la cancha contra la pobreza 🏘️

Podés ver el video completo del panel en el siguiente link: https://bit.ly/6añosISU 

#integracionsociourbana #isu #ley27453 #politicaspublicas #argentina";2024-10-18 17:41;"8425";;"7354";;"187";"6";"2";"15";210;;"2.86";;
"3480299514584075350_4362698656";"https://www.instagram.com/reel/DBMgfgWv4xW/";"https://scontent-lhr8-2.cdninstagram.com/v/t51.71878-15/501393768_698935626218412_1268378587820315223_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ccb=1-7&_nc_sid=18de74&_nc_ohc=bMUM4zV922IQ7kNvwGQqs24&_nc_oc=Adn5guytUCve-LkXToIuDnMj7rkG2TJ0yvvw459zTVByPx0fMKS8TP0tFyAVelF1Xyk&_nc_zt=23&_nc_ht=scontent-lhr8-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfVz4dIohOjFRObiqTtRwuQ4oYBWscSJLbno78DHVZVe8Q&oe=68975BD0";"🟢 Nuevo desafío activado

Ya tenemos 546 viviendas construidas ✅ y gracias a empresas, gobiernos, socios/as, municipios, secundarios y universidades tenemos 385 financiadas ✅

Nos faltan 70 para lograr nuestro objetivo de construir 1.001, nos ayudas? 💙

Comentá ""Quiero donar"" y te enviamos el link o sumá tu donación en cafecito.app/techoargentina (link en bio)";2024-10-16 15:41;"17007";;"12124";;"397";"13";"15";"112";537;;"4.43";;
"3475935211515559002_4362698656";"https://www.instagram.com/reel/DA9AKiYqDxa/";"https://scontent-lhr8-1.cdninstagram.com/v/t51.71878-15/503810503_1212189447027886_2640179249113044356_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ccb=1-7&_nc_sid=18de74&_nc_ohc=F0QvcDaLVGQQ7kNvwE-ZwT0&_nc_oc=Adk1-9C13xf47i5EbOjk5-oMO5OSwROKqZYesnEKTWKxl126YVsd5em_w7zf14WmIEA&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfWxKNsfgomq2Cjm5IkIMJwrmIZ6cgon8OIF37Kbn4cdjA&oe=689777A9";"⚽ Integración socio urbana para nivelar la cancha 🏘

Hace 6 años, con apoyo mayoritario del Congreso se sancionó la Ley 27.453. Más de 1.5 millones de personas vieron su vida transformada por obras en barrios populares.

Hoy, sin el financiamiento necesario, su continuidad está en riesgo.

🤝 Para que juguemos todos, necesitamos seguir integrando.

@fundarpoliticas @caritasargentina @techo_argentina

#IntegraciónUrbana #Ley27453 #RENABAP";2024-10-10 15:10;"21669";;"18714";;"669";"31";"5";"95";800;;"4.27";;
"3469984851322115401_4362698656";"https://www.instagram.com/reel/DAn3NZnCpVJ/";"https://scontent-lhr6-2.cdninstagram.com/v/t51.71878-15/503178825_1253767696272499_4426924466616305493_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=102&ccb=1-7&_nc_sid=18de74&_nc_ohc=7yPjVhwdTkEQ7kNvwGpQEWe&_nc_oc=AdknDNIZ54SaBBgLgcaZRkPRnkUcs4PTEIAK4iSOTY25TDHakuOpnHdoLmcrKYVttPg&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfW7qa8Ua-aAR-Es2YAAyPNBz7YzfHnWlaCw3O5vFr7tJw&oe=68975FED";"⚠️ #Córdoba está en riesgo extremo de #incendios forestales.

Los eventos climáticos extremos son cada vez más frecuentes y nos afectan a todos. Aunque la mayoría de los incendios son iniciados por humanos, el cambio climático acelera y agrava el avance del fuego.

Podemos ser parte de la solución. Actuemos juntos.
Te dejamos algunas organizaciones con las que podés colaborar 👇
@Brigada.Forestal.colibri
@sacha.brigada.sms
@brigadachiviquin
@jovenesporelclima.cba

📷 Imágenes de @incendioscordoba";2024-10-02 10:08;"7804";;"6803";;"321";"23";"5";"31";380;;"5.59";;
"3465776372817361658_4362698656";"https://www.instagram.com/reel/DAY6T-kuHr6/";"https://scontent-lhr8-1.cdninstagram.com/v/t51.71878-15/501806402_1383894369482142_1078585200647025710_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ccb=1-7&_nc_sid=18de74&_nc_ohc=RdFmHvqf_GUQ7kNvwECsGGM&_nc_oc=AdkF-RfRBHOcRY4HiVA0ISy3dIU1pbWjkPdu-2iAeV6yvi4nHvhQ4_jpzFgDOp8wDjQ&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=EpqqyVFmUIAUIaWjPefTPw&oh=00_AfXsW7FrrNtL-z1Ng38SiCmAYtIbGRUqVEytDj1Oxfc9jw&oe=68977160";"Agendate esto porque noviembre se viene con grandes desafíos: queremos hacer 130 viviendas en 1 semana 🤯

📍Vamos a estar construyendo en 3 barrios de Concordia, Entre Ríos: 27 de noviembre, José Hernández y La Rocca. 

🗓️ Sumate como voluntario/a, van a ser dos tandas

👉Tanda 1: lunes 25, martes 26 y miércoles 27 de noviembre (saliendo el domingo 24 y volviendo el jueves 28)
👉Tanda 2: viernes 29 y sábado 30 de noviembre y domingo 1 de diciembre(saliendo el jueves 28 y volviendo el lunes 2)
¡IMPORTANTE! Si sos manija podés sumarte ambas tandas 😎

💬 Comentá “Entre Rios” y te enviamos el link de inscripción o ingresá a bit.ly/ConstruccionEntreRios

 
Pronto nos pondremos en contacto con vos para confirmar la asistencia ya que los cupos son limitados.";2024-09-26 14:46;"29434";;"20805";;"612";"29";"113";"197";951;;"4.57";;
